congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
119,Senate,42304,24,0,OH,200,,,"VANCE, James David",V000137,1984.0,,0.85,-0.527,-0.0,1.0,1,0,,0.0,0.0
119,Senate,42502,24,0,OH,200,,,"MORENO, Bernardo (Bernie)",M001242,1967.0,,0.768,0.161,-4.03618,0.99237,527,2,,0.768,0.158
119,Senate,42505,24,0,OH,200,,,"HUSTED, Jon Allen",H001104,1967.0,,0.714,0.618,-5.23764,0.98998,520,2,,0.714,0.618
119,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968.0,,0.591,0.147,-5.43789,0.9897,525,4,,0.548,0.175
119,Senate,21355,53,0,OK,200,,,"MULLIN, Markwayne",M001190,1977.0,,0.533,0.25,-4.42982,0.991,490,1,,0.429,0.283
119,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949.0,,-0.333,-0.487,-26.66075,0.94916,511,11,,-0.406,-0.443
119,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956.0,,-0.452,-0.728,-12.88104,0.97563,522,5,,-0.531,-0.487
119,Senate,42301,14,0,PA,100,,,"FETTERMAN, John Karl",F000479,1969.0,,-0.191,0.056,-83.67736,0.8436,492,34,,-0.176,0.102
119,Senate,42501,14,0,PA,200,,,"MCCORMICK, David Harold",M001243,1965.0,,0.565,0.598,-2.89377,0.99433,509,1,,0.565,0.598
119,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949.0,,-0.361,-0.16,-77.78221,0.86082,519,36,,-0.287,-0.148
119,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955.0,,-0.354,-0.108,-48.48267,0.90846,505,15,,-0.338,-0.265
119,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965.0,,0.629,0.021,-8.19238,0.984,508,4,,0.48,0.416
119,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955.0,,0.367,-0.273,-16.94574,0.96594,489,2,,0.435,0.254
119,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961.0,,0.432,0.23,-13.51446,0.97463,526,3,,0.4,0.444
119,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954.0,,0.353,0.08,-5.45645,0.98964,524,0,,0.429,0.283
119,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952.0,,0.632,0.14,-4.37693,0.99123,497,1,,0.626,0.149
119,Senate,42100,54,0,TN,200,,,"HAGERTY, William Francis (Bill)",H000601,1959.0,,0.68,-0.091,-4.37929,0.99147,511,0,,0.781,0.056
119,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952.0,,0.47,-0.063,-7.13259,0.98656,527,2,,0.609,0.281
119,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970.0,,0.779,-0.176,-5.62947,0.98904,511,1,,0.768,0.19
119,Senate,21755,67,0,UT,200,,,"CURTIS, John R.",C001114,1960.0,,0.45,0.116,-25.44438,0.9526,524,9,,0.659,-0.176
119,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971.0,,0.891,-0.454,-20.697,0.95992,506,8,,1.0,-0.026
119,Senate,20750,6,0,VT,100,,,"WELCH, Peter",W000800,1947.0,,-0.406,-0.391,-47.04337,0.90646,479,19,,-0.348,-0.527
119,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941.0,,-0.544,-0.424,-14.37294,0.97019,475,4,,-0.656,-0.499
119,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954.0,,-0.208,-0.039,-58.32669,0.89213,511,21,,-0.209,0.02
119,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.243,-0.098,-69.7504,0.87492,522,40,,-0.222,-0.208
119,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.306,-0.401,-39.39526,0.92784,526,12,,-0.339,-0.273
119,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950.0,,-0.355,-0.314,-24.36165,0.95081,483,6,,-0.461,-0.316
119,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.283,0.143,-12.38002,0.97634,517,1,,0.435,0.254
119,Senate,42504,56,0,WV,200,,,"JUSTICE, James Conley, II",J000312,1951.0,,0.555,0.272,-5.44758,0.98931,507,3,,0.555,0.271
119,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962.0,,-0.487,-0.126,-51.72362,0.90601,524,28,,-0.377,-0.116
119,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955.0,,0.641,-0.141,-6.29396,0.98795,519,1,,0.814,0.065
119,Senate,20953,68,0,WY,200,,,"LUMMIS, Cynthia M.",L000571,1954.0,,0.686,-0.33,-15.81534,0.96929,507,5,,0.966,-0.028
119,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952.0,,0.54,0.193,-8.25885,0.98436,524,4,,0.614,0.156
